Mfg,Mod,Wavelength,Eyewear Requirement,MinimumWL,MaximumWL,MinOD,RecNum,Lens
The Chattanoga Group,Vectra Genysis,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
The Chattanoga Group,Vectra Genysis,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
THOR,810nm Infra Red Single Laser Dental Probe,NA,810nm OD 3,NA,NA,NA,Compatible Lens 1,Pi1
THOR,810nm 1W laser cluster (5 x 200mW),NA,810nm OD 4,NA,NA,NA,Compatible Lens 1,Pi1
THOR,810nm 200mW single laser probe,NA,810nm OD 3,NA,NA,NA,Compatible Lens 1,Pi1
Trimedyne Lasers,OmniPulse,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Trimedyne Lasers,OmniPulse,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Trimedyne Lasers,OmniPulse Max 1210,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Trimedyne Lasers,OmniPulse Max 1210,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Ultradent,Gemini Laser,NA,810nm / 980nm,NA,NA,NA,Compatible Lens 1,Pi17
Union Medical,UM-L25,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Union Medical,UM-L25,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Xanar,XAM 15,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Xanar,XAM 15,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Xanar,XAM 20,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Xanar,XAM 20,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Xintec/Convergent Laser Technologies,Odyssey 30,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Xintec/Convergent Laser Technologies,Odyssey 30,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Xintec/Convergent Laser Technologies,Optica 60,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Xintec/Convergent Laser Technologies,Optica 60,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Zeiss,Visulas  YAG II,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Zeiss,Visulas  YAG II,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Zeiss,Visulas III,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Zeiss,Visulas III,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Zeiss,Visulas YAG III,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Zeiss,Visulas YAG III,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Zeiss,Visulas 532s,NA,532,520,540,NA,Compatible Lens 1,GiT1
Zeiss,Visulas 532s,NA,532,520,540,NA,Compatible Lens 2,Pi3
Zeiss,Visulas Green,NA,532,520,540,NA,Compatible Lens 1,GiT1
Zeiss,Visulas Green,NA,532,520,540,NA,Compatible Lens 2,Pi3
Zeiss,Visulas 690S,NA,690,680,700,NA,Compatible Lens 1,GiT7
Zeiss,Visulas 532/YAG III Combi,NA,532/1064,530,1070,NA,Compatible Lens 1,Pi3
Zeiss,Visulas 532/YAG III Combi,NA,532/1064,530,1070,NA,Compatible Lens 2,GiT1
Zeiss,Visulas YAG III Combi,NA,1064/532,530,1070,NA,Compatible Lens 1,Pi3
Zeiss,Visulas YAG III Combi,NA,1064/532,530,1070,NA,Compatible Lens 2,GiT1
Zeiss,Visulas - Argon,NA,488.5/514,485,515,NA,Compatible Lens 1,Pi3
Zeiss,Visulas - Argon,NA,488.5/514,485,515,NA,Compatible Lens 2,GiT1
Zeiss,Visulas 532s,NA,532 1.5Watt,530,540,NA,Compatible Lens 1,Pi3
Zeiss,Visulas 532s,NA,532 1.5Watt,530,540,NA,Compatible Lens 2,GiT1
Zolar,Photon dental diode laser,NA,810nm,NA,NA,NA,Compatible Lens 1,Pi1
Zolar,Photon Plus Dental Diode Laser,NA,980nm,NA,NA,NA,Compatible Lens 1,Pi17
